FocalID,PartnerID,Year,Age,DayOfYear,TypeOfCare,BroodName,DVDNumber,DVDRef
419,4503,2004,2,209,Inc,D204,40494,494
419,4503,2004,2,215,Prov,D204,40523,523
419,4503,2004,2,219,Prov,D204,40540,540
419,4503,2004,2,223,Prov,D204,40554,554
723,,2004,3,210,Inc,D205,40503,503
371,456,2004,2,208,Inc,D206,40490,490
309,4422,2004,2,210,Inc,D207,40498,498
309,4422,2004,2,216,Prov,D207,40527,527
309,4422,2004,2,220,Prov,D207,40544,544
122,132,2004,3,210,Inc,D208,40497,497
122,132,2004,3,215,Prov,D208,40521,521
122,132,2004,3,219,Prov,D208,40539,539
122,132,2004,3,223,Prov,D208,40553,553
988,145,2004,1,212,Inc,D209,40513,513
988,145,2004,1,216,Prov,D209,40529,529
988,145,2004,1,220,Prov,D209,40545,545
988,145,2004,1,224,Prov,D209,40557,557
857,4247,2004,1,210,Inc,D210,40504,504
857,4247,2004,1,216,Prov,D210,40526,526
857,4247,2004,1,220,Prov,D210,40546,546
857,4247,2004,1,224,Prov,D210,40556,556
929,46,2004,1,210,Inc,D211,40502,502
32,513,2004,3,211,Inc,D212,40508,508
32,513,2004,3,217,Prov,D212,40532,532
4497,4265,2004,5,211,Inc,D213,40507,507
4497,4265,2004,5,217,Prov,D213,40531,531
960,650,2004,1,207,Inc,D214,40485,485
960,650,2004,1,211,Inc,D214,40506,506
960,650,2004,1,217,Prov,D214,40530,530
955,591,2004,1,211,Inc,D215,40510,510
955,591,2004,1,217,Prov,D215,40535,535
955,591,2004,1,221,Prov,D215,40549,549
980,971,2004,1,200,Inc,D216,40461,461
206,2018,2005,4,115,Inc,E012,50001,559
206,2018,2005,4,116,Inc,E012,50004,562
533,417,2005,2,116,Inc,E013,50003,561
533,417,2005,2,117,Inc,E013,50005,563
533,417,2005,2,127,Prov,E013,50021,579
533,417,2005,2,131,Prov,E013,50061,619
1718,1738,2005,1,120,Inc,E015,50006,564
1718,1738,2005,1,124,Inc,E015,50012,570
1048,456,2005,2,122,Inc,E016,50007,565
1048,456,2005,2,125,Inc,E016,50016,574
560,4230,2005,2,123,Inc,E017,50008,566
560,4230,2005,2,126,Inc,E017,50019,577
4424,4230,2005,4,124,Inc,E018,50009,567
4424,4230,2005,4,127,Inc,E018,50023,581
649,460,2005,3,124,Inc,E019,50011,569
649,460,2005,3,127,Inc,E019,50026,584
416,4418,2005,3,125,Inc,E020,50015,573
416,4418,2005,3,128,Inc,E020,50034,592
416,4418,2005,3,131,Prov,E020,50066,624
604,4304,2005,3,125,Inc,E021,50013,571
604,4304,2005,3,129,Inc,E021,50038,596
521,1038,2005,2,126,Inc,E022,50018,576
521,1038,2005,2,128,Inc,E022,50031,589
471,661,2005,3,124,Inc,E024,50010,568
471,661,2005,3,127,Inc,E024,50024,582
427,22,2005,3,125,Inc,E025,50014,572
427,22,2005,3,128,Inc,E025,50033,591
427,22,2005,3,131,Inc,E025,50065,623
427,22,2005,3,139,Prov,E025,50138,696
427,22,2005,3,143,Prov,E025,50169,727
917,4463,2005,2,126,Inc,E026,50017,575
917,4463,2005,2,129,Inc,E026,50046,604
917,4463,2005,2,139,Prov,E026,50136,694
917,4463,2005,2,143,Prov,E026,50168,726
438,11,2005,3,127,Inc,E027,50022,580
438,11,2005,3,130,Inc,E027,50053,611
1507,1500,2005,1,127,Inc,E028,50025,583
1507,1500,2005,1,130,Inc,E028,50050,608
913,818,2005,2,128,Inc,E029,50028,586
913,818,2005,2,131,Inc,E029,50059,617
342,421,2005,3,127,Inc,E030,50027,585
342,421,2005,3,130,Inc,E030,50051,609
342,421,2005,3,140,Prov,E030,50148,706
342,421,2005,3,144,Prov,E030,50179,737
586,285,2005,3,126,Inc,E031,50020,578
586,285,2005,3,129,Inc,E031,50040,598
524,2018,2005,2,128,Inc,E032,50036,594
524,2018,2005,2,131,Inc,E032,50068,626
524,2018,2005,2,140,Prov,E032,50144,702
4290,4275,2005,5,128,Inc,E033,50032,590
4290,4275,2005,5,131,Inc,E033,50064,622
4290,4275,2005,5,140,Prov,E033,50147,705
4290,4275,2005,5,144,Prov,E033,50178,736
442,457,2005,3,128,Inc,E034,50030,588
442,457,2005,3,131,Inc,E034,50063,621
442,457,2005,3,140,Prov,E034,50146,704
442,457,2005,3,144,Prov,E034,50177,735
819,602,2005,2,128,Inc,E035,50029,587
819,602,2005,2,131,Inc,E035,50062,620
819,602,2005,2,140,Prov,E035,50145,703
819,602,2005,2,144,Prov,E035,50176,734
431,356,2005,3,129,Inc,E036,50041,599
431,356,2005,3,132,Inc,E036,50072,630
431,356,2005,3,141,Prov,E036,50149,707
431,356,2005,3,142,Prov,E036,50159,717
431,356,2005,3,145,Prov,E036,50183,741
903,354,2005,2,128,Inc,E037,50035,593
903,354,2005,2,132,Inc,E037,50073,631
903,354,2005,2,141,Prov,E037,50150,708
903,354,2005,2,142,Prov,E037,50160,718
903,354,2005,2,143,Prov,E037,50171,729
903,354,2005,2,145,Prov,E037,50186,744
309,993,2005,3,129,Inc,E038,50048,606
309,993,2005,3,141,Prov,E038,50154,712
309,993,2005,3,142,Prov,E038,50165,723
309,993,2005,3,145,Prov,E038,50193,751
353,725,2005,3,128,Inc,E039,50037,595
353,725,2005,3,131,Inc,E039,50060,618
353,725,2005,3,142,Prov,E039,50163,721
353,725,2005,3,145,Prov,E039,50185,743
353,725,2005,3,145,Prov,E039,50195,753
985,409,2005,2,129,Inc,E040,50039,597
985,409,2005,2,132,Inc,E040,50077,635
985,409,2005,2,142,Prov,E040,50157,715
76,287,2005,4,130,Inc,E041,50052,610
76,287,2005,4,132,Inc,E041,50070,628
76,287,2005,4,142,Prov,E041,50158,716
76,287,2005,4,146,Prov,E041,50197,755
988,145,2005,2,130,Inc,E042,50055,613
988,145,2005,2,133,Inc,E042,50088,646
988,145,2005,2,143,Prov,E042,50170,728
988,145,2005,2,147,Prov,E042,50208,766
960,650,2005,2,129,Inc,E043,50047,605
960,650,2005,2,142,Prov,E043,50167,725
960,650,2005,2,143,Prov,E043,50175,733
960,650,2005,2,146,Prov,E043,50203,761
4273,4153,2005,5,129,Inc,E044,50045,603
4273,4153,2005,5,132,Inc,E044,50082,640
4273,4153,2005,5,142,Prov,E044,50164,722
4273,4153,2005,5,146,Prov,E044,50202,760
540,1053,2005,2,129,Inc,E045,50049,607
540,1053,2005,2,132,Inc,E045,50081,639
540,1053,2005,2,142,Prov,E045,50166,724
540,1053,2005,2,146,Prov,E045,50204,762
646,500,2005,3,129,Inc,E046,50043,601
646,500,2005,3,132,Inc,E046,50076,634
646,500,2005,3,142,Prov,E046,50162,720
646,500,2005,3,146,Prov,E046,50201,759
346,1956,2005,3,129,Inc,E047,50044,602
346,1956,2005,3,132,Inc,E047,50075,633
346,1956,2005,3,142,Prov,E047,50161,719
346,1956,2005,3,146,Prov,E047,50199,757
45,166,2005,4,130,Inc,E048,50054,612
45,166,2005,4,133,Inc,E048,50094,652
45,166,2005,4,143,Prov,E048,50174,732
45,166,2005,4,144,Prov,E048,50182,740
592,418,2005,3,131,Inc,E049,50069,627
592,418,2005,3,134,Inc,E049,50104,662
592,418,2005,3,143,Prov,E049,50172,730
592,418,2005,3,144,Prov,E049,50181,739
592,418,2005,3,147,Prov,E049,50209,767
1589,393,2005,1,130,Inc,E050,50058,616
1589,393,2005,1,133,Inc,E050,50096,654
338,466,2005,3,115,Inc,E051,50002,560
338,466,2005,3,130,Inc,E051,50056,614
338,466,2005,3,133,Inc,E051,50092,650
4391,4265,2005,2,131,Inc,E052,50067,625
4391,4265,2005,2,134,Inc,E052,50099,657
4391,4265,2005,2,144,Prov,E052,50180,738
4391,4265,2005,2,148,Prov,E052,50218,776
4391,4265,2005,2,149,Prov,E052,50232,790
892,4435,2005,2,132,Inc,E053,50083,641
892,4435,2005,2,135,Inc,E053,50110,668
892,4435,2005,2,145,Prov,E053,50192,750
556,23,2005,2,132,Inc,E054,50078,636
556,23,2005,2,135,Inc,E054,50107,665
556,23,2005,2,145,Prov,E054,50191,749
556,23,2005,2,149,Prov,E054,50231,789
1054,823,2005,2,134,Inc,E055,50103,661
1054,823,2005,2,137,Inc,E055,50125,683
1054,823,2005,2,145,Prov,E055,50190,748
1446,4423,2005,1,133,Inc,E056,50093,651
1446,4423,2005,1,136,Inc,E056,50122,680
1446,4423,2005,1,145,Prov,E056,50187,745
1446,4423,2005,1,149,Prov,E056,50224,782
605,1227,2005,3,129,Inc,E057,50042,600
605,1227,2005,3,132,Inc,E057,50080,638
605,1227,2005,3,145,Prov,E057,50188,746
605,1227,2005,3,149,Prov,E057,50221,779
1318,1210,2005,1,132,Inc,E058,50074,632
1318,1210,2005,1,135,Inc,E058,50109,667
1318,1210,2005,1,145,Prov,E058,50189,747
1318,1210,2005,1,149,Prov,E058,50222,780
419,765,2005,3,130,Inc,E059,50057,615
419,765,2005,3,133,Inc,E059,50090,648
419,765,2005,3,145,Prov,E059,50184,742
419,765,2005,3,149,Prov,E059,50223,781
784,1095,2005,2,132,Inc,E060,50079,637
784,1095,2005,2,135,Inc,E060,50108,666
784,1095,2005,2,146,Prov,E060,50205,763
963,505,2005,2,133,Inc,E061,50095,653
963,505,2005,2,137,Inc,E061,50128,686
963,505,2005,2,147,Prov,E061,50210,768
1069,1935,2005,2,132,Inc,E062,50071,629
1069,1935,2005,2,135,Inc,E062,50111,669
1069,1935,2005,2,146,Prov,E062,50198,756
1069,1935,2005,2,150,Prov,E062,50245,803
832,1464,2005,2,133,Inc,E063,50086,644
832,1464,2005,2,136,Inc,E063,50114,672
1047,1226,2005,2,133,Inc,E064,50089,647
1047,1226,2005,2,136,Inc,E064,50116,674
1047,1226,2005,2,146,Prov,E064,50200,758
1047,1226,2005,2,150,Prov,E064,50239,797
512,765,2005,2,133,Inc,E065,50091,649
512,765,2005,2,136,Inc,E065,50117,675
542,251,2005,2,134,Inc,E066,50102,660
542,251,2005,2,136,Inc,E066,50119,677
542,251,2005,2,147,Prov,E066,50211,769
927,1717,2005,2,134,Inc,E067,50097,655
927,1717,2005,2,136,Inc,E067,50112,670
927,1717,2005,2,147,Prov,E067,50206,764
927,1717,2005,2,151,Prov,E067,50254,812
1100,959,2005,3,134,Inc,E068,50098,656
1100,959,2005,3,137,Inc,E068,50126,684
1827,1353,2005,1,133,Inc,E069,50087,645
1827,1353,2005,1,134,Inc,E069,50100,658
1827,1353,2005,1,136,Inc,E069,50118,676
1827,1353,2005,1,147,Prov,E069,50207,765
1827,1353,2005,1,151,Prov,E069,50253,811
1228,115,2005,1,135,Inc,E071,50106,664
1228,115,2005,1,138,Inc,E071,50130,688
857,1569,2005,2,134,Inc,E072,50101,659
857,1569,2005,2,137,Inc,E072,50124,682
857,1569,2005,2,148,Prov,E072,50214,772
857,1569,2005,2,149,Prov,E072,50234,792
857,1569,2005,2,152,Prov,E072,50268,826
1907,504,2005,1,136,Inc,E073,50120,678
1907,504,2005,1,139,Inc,E073,50139,697
1739,46,2005,1,136,Inc,E074,50121,679
1739,46,2005,1,139,Inc,E074,50140,698
929,115,2005,2,135,Inc,E075,50105,663
929,115,2005,2,138,Inc,E075,50129,687
2004,823,2005,2,138,Inc,E076,50135,693
2004,823,2005,2,141,Inc,E076,50156,714
2004,823,2005,2,145,Prov,E076,50194,752
256,1448,2005,3,138,Inc,E077,50134,692
256,1448,2005,3,141,Inc,E077,50155,713
256,1448,2005,3,150,Prov,E077,50242,800
256,1448,2005,3,154,Prov,E077,50285,843
860,114,2005,2,137,Inc,E078,50127,685
860,114,2005,2,140,Inc,E078,50143,701
860,114,2005,2,150,Prov,E078,50240,798
860,114,2005,2,154,Prov,E078,50286,844
1544,504,2005,1,138,Inc,E079,50131,689
1544,504,2005,1,141,Inc,E079,50151,709
1544,504,2005,1,150,Prov,E079,50241,799
1544,504,2005,1,154,Prov,E079,50287,845
122,1448,2005,4,140,Inc,E080,50142,700
122,1448,2005,4,143,Inc,E080,50173,731
122,1448,2005,4,151,Prov,E080,50255,813
122,1448,2005,4,155,Prov,E080,50296,854
206,2018,2005,4,138,Inc,E081,50133,691
206,2018,2005,4,141,Inc,E081,50153,711
206,2018,2005,4,151,Prov,E081,50259,817
206,2018,2005,4,155,Prov,E081,50294,852
1386,591,2005,1,138,Inc,E082,50132,690
1386,591,2005,1,141,Inc,E082,50152,710
1386,591,2005,1,151,Prov,E082,50257,815
1386,591,2005,1,155,Prov,E082,50299,857
569,1717,2005,2,136,Inc,E083,50113,671
569,1717,2005,2,139,Inc,E083,50137,695
1048,591,2005,2,146,Inc,E084,50196,754
1048,591,2005,2,149,Inc,E084,50228,786
1048,591,2005,2,163,Prov,E084,50401,959
649,460,2005,3,149,Inc,E085,50225,783
649,460,2005,3,152,Inc,E085,50264,822
560,4230,2005,2,149,Inc,E086,50227,785
560,4230,2005,2,152,Inc,E086,50266,824
560,4230,2005,2,161,Prov,E086,50363,921
560,4230,2005,2,165,Prov,E086,50415,973
1507,1500,2005,1,149,Inc,E087,50226,784
1507,1500,2005,1,152,Inc,E087,50265,823
1507,1500,2005,1,161,Prov,E087,50366,924
1507,1500,2005,1,165,Prov,E087,50414,972
416,4418,2005,3,150,Inc,E088,50244,802
416,4418,2005,3,153,Inc,E088,50277,835
416,4418,2005,3,162,Prov,E088,50379,937
416,4418,2005,3,166,Prov,E088,50435,993
521,1038,2005,2,149,Inc,E089,50230,788
521,1038,2005,2,152,Inc,E089,50263,821
521,1038,2005,2,162,Prov,E089,50377,935
913,818,2005,2,150,Inc,E090,50246,804
913,818,2005,2,153,Inc,E090,50284,842
604,4304,2005,3,149,Inc,E091,50229,787
604,4304,2005,3,153,Inc,E091,50276,834
604,4304,2005,3,161,Prov,E091,50362,920
604,4304,2005,3,162,Prov,E091,50376,934
604,4304,2005,3,166,Prov,E091,50432,990
471,661,2005,3,148,Inc,E092,50216,774
471,661,2005,3,151,Inc,E092,50256,814
471,661,2005,3,162,Prov,E092,50378,936
471,661,2005,3,166,Prov,E092,50434,992
1718,1738,2005,1,150,Inc,E093,50249,807
1718,1738,2005,1,152,Inc,E093,50269,827
1718,1738,2005,1,162,Prov,E093,50380,938
1718,1738,2005,1,166,Prov,E093,50430,988
1718,1738,2005,1,168,Prov,E093,50454,1012
2007,2012,2005,2,148,Inc,E094,50215,773
2007,2012,2005,2,151,Inc,E094,50252,810
2007,2012,2005,2,162,Prov,E094,50375,933
2007,2012,2005,2,166,Prov,E094,50431,989
2007,2012,2005,2,168,Prov,E094,50455,1013
1558,902,2005,1,150,Inc,E095,50243,801
1558,902,2005,1,153,Inc,E095,50275,833
1558,902,2005,1,163,Prov,E095,50393,951
1558,902,2005,1,167,Prov,E095,50446,1004
1558,902,2005,1,168,Prov,E095,50461,1019
4425,962,2005,2,147,Inc,E098,50213,771
4425,962,2005,2,148,Inc,E098,50219,777
4425,962,2005,2,149,Inc,E098,50237,795
4425,962,2005,2,150,Inc,E098,50250,808
4425,962,2005,2,151,Inc,E098,50261,819
4425,962,2005,2,152,Inc,E098,50272,830
4425,962,2005,2,153,Inc,E098,50283,841
4425,962,2005,2,154,Inc,E098,50291,849
4425,962,2005,2,155,Inc,E098,50303,861
4425,962,2005,2,156,Inc,E098,50310,868
4425,962,2005,2,157,Inc,E098,50319,877
4425,962,2005,2,158,Inc,E098,50329,887
4425,962,2005,2,159,Inc,E098,50342,900
4425,962,2005,2,165,Prov,E098,50427,985
4425,962,2005,2,169,Prov,E098,50478,1036
524,2018,2005,2,149,Inc,E099,50235,793
524,2018,2005,2,150,Inc,E099,50247,805
524,2018,2005,2,151,Inc,E099,50258,816
524,2018,2005,2,152,Inc,E099,50274,832
524,2018,2005,2,153,Inc,E099,50280,838
524,2018,2005,2,154,Inc,E099,50288,846
524,2018,2005,2,155,Inc,E099,50300,858
524,2018,2005,2,156,Inc,E099,50307,865
524,2018,2005,2,157,Inc,E099,50316,874
524,2018,2005,2,158,Inc,E099,50325,883
524,2018,2005,2,159,Inc,E099,50336,894
524,2018,2005,2,160,Inc,E099,50350,908
524,2018,2005,2,168,Prov,E099,50462,1020
524,2018,2005,2,172,Prov,E099,50511,1068
338,466,2005,3,149,Inc,E100,50236,794
338,466,2005,3,150,Inc,E100,50248,806
338,466,2005,3,151,Inc,E100,50260,818
338,466,2005,3,152,Inc,E100,50273,831
338,466,2005,3,153,Inc,E100,50281,839
338,466,2005,3,154,Inc,E100,50289,847
338,466,2005,3,155,Inc,E100,50301,859
338,466,2005,3,156,Inc,E100,50308,866
338,466,2005,3,157,Inc,E100,50317,875
338,466,2005,3,158,Inc,E100,50326,884
338,466,2005,3,159,Inc,E100,50337,895
338,466,2005,3,160,Inc,E100,50351,909
338,466,2005,3,167,Prov,E100,50450,1008
338,466,2005,3,168,Prov,E100,50464,1022
338,466,2005,3,171,Prov,E100,50504,1061
4424,537,2005,4,147,Inc,E101,50212,770
4424,537,2005,4,148,Inc,E101,50217,775
4424,537,2005,4,153,Inc,E101,50278,836
4424,537,2005,4,156,Inc,E101,50306,864
4424,537,2005,4,167,Prov,E101,50445,1003
4424,537,2005,4,168,Prov,E101,50456,1014
4424,537,2005,4,171,Prov,E101,50490,1048
533,417,2005,2,155,Inc,E102,50295,853
533,417,2005,2,158,Inc,E102,50322,880
533,417,2005,2,168,Prov,E102,50457,1015
533,417,2005,2,169,Prov,E102,50471,1029
533,417,2005,2,172,Prov,E102,50507,1064
1589,393,2005,1,148,Inc,E103,50220,778
1589,393,2005,1,149,Inc,E103,50238,796
1589,393,2005,1,150,Inc,E103,50251,809
1589,393,2005,1,151,Inc,E103,50262,820
1589,393,2005,1,152,Inc,E103,50271,829
1589,393,2005,1,153,Inc,E103,50279,837
1589,393,2005,1,154,Inc,E103,50292,850
1589,393,2005,1,155,Inc,E103,50304,862
1589,393,2005,1,156,Inc,E103,50311,869
1589,393,2005,1,157,Inc,E103,50320,878
1589,393,2005,1,158,Inc,E103,50330,888
1589,393,2005,1,159,Inc,E103,50343,901
1589,393,2005,1,160,Inc,E103,50355,913
1589,393,2005,1,161,Inc,E103,50370,928
1589,393,2005,1,162,Inc,E103,50388,946
832,1464,2005,2,157,Inc,E104,50315,873
832,1464,2005,2,160,Inc,E104,50346,904
832,1464,2005,2,170,Prov,E104,50482,1040
832,1464,2005,2,174,Prov,E104,50527,1084
586,285,2005,3,152,Inc,E105,50270,828
586,285,2005,3,155,Inc,E105,50298,856
1514,1929,2005,1,160,Inc,E106,50348,906
1514,1929,2005,1,163,Inc,E106,50394,952
1514,1929,2005,1,171,Prov,E106,50498,1056
1514,1929,2005,1,175,Prov,E106,50536,1093
1940,1970,2005,1,159,Inc,E107,50332,890
1940,1970,2005,1,162,Inc,E107,50382,940
1100,959,2005,3,159,Inc,E108,50333,891
1100,959,2005,3,162,Inc,E108,50372,930
1100,959,2005,3,171,Prov,E108,50488,1046
1100,959,2005,3,175,Prov,E108,50534,1091
1228,115,2005,1,159,Inc,E109,50334,892
1228,115,2005,1,162,Inc,E109,50374,932
442,457,2005,3,158,Inc,E110,50324,882
985,409,2005,2,160,Inc,E111,50345,903
985,409,2005,2,163,Inc,E111,50390,948
985,409,2005,2,171,Prov,E111,50493,1051
985,409,2005,2,175,Prov,E111,50538,1095
784,1095,2005,2,153,Inc,E112,50233,791
784,1095,2005,2,154,Inc,E112,50293,851
784,1095,2005,2,155,Inc,E112,50305,863
784,1095,2005,2,156,Inc,E112,50312,870
784,1095,2005,2,157,Inc,E112,50321,879
784,1095,2005,2,158,Inc,E112,50331,889
784,1095,2005,2,159,Inc,E112,50344,902
784,1095,2005,2,160,Inc,E112,50356,914
784,1095,2005,2,161,Inc,E112,50369,927
784,1095,2005,2,162,Inc,E112,50389,947
784,1095,2005,2,163,Inc,E112,50400,958
784,1095,2005,2,164,Inc,E112,50412,970
784,1095,2005,2,165,Inc,E112,50426,984
784,1095,2005,2,172,Prov,E112,50509,1066
569,1717,2005,2,158,Inc,E113,50323,881
569,1717,2005,2,161,Inc,E113,50360,918
569,1717,2005,2,172,Prov,E113,50505,1062
569,1717,2005,2,176,Prov,E113,50547,1104
512,765,2005,2,160,Inc,E114,50347,905
512,765,2005,2,163,Inc,E114,50391,949
512,765,2005,2,172,Prov,E114,50506,1063
512,765,2005,2,176,Prov,E114,50548,1105
2004,823,2005,2,156,Inc,E115,50313,871
2004,823,2005,2,157,Inc,E115,50314,872
2004,823,2005,2,158,Inc,E115,50328,886
2004,823,2005,2,159,Inc,E115,50341,899
2004,823,2005,2,160,Inc,E115,50354,912
2004,823,2005,2,161,Inc,E115,50368,926
2004,823,2005,2,162,Inc,E115,50386,944
2004,823,2005,2,163,Inc,E115,50399,957
2004,823,2005,2,164,Inc,E115,50411,969
2004,823,2005,2,165,Inc,E115,50425,983
2004,823,2005,2,166,Inc,E115,50444,1002
2004,823,2005,2,167,Inc,E115,50452,1010
2004,823,2005,2,173,Prov,E115,50520,1077
2004,823,2005,2,177,Prov,E115,50560,1117
892,4435,2005,2,153,Inc,E116,50282,840
892,4435,2005,2,154,Inc,E116,50290,848
892,4435,2005,2,155,Inc,E116,50302,860
892,4435,2005,2,156,Inc,E116,50309,867
892,4435,2005,2,157,Inc,E116,50318,876
892,4435,2005,2,158,Inc,E116,50327,885
892,4435,2005,2,159,Inc,E116,50338,896
892,4435,2005,2,160,Inc,E116,50352,910
892,4435,2005,2,161,Inc,E116,50367,925
892,4435,2005,2,162,Inc,E116,50383,941
892,4435,2005,2,163,Inc,E116,50396,954
892,4435,2005,2,164,Inc,E116,50407,965
892,4435,2005,2,165,Inc,E116,50422,980
892,4435,2005,2,166,Inc,E116,50441,999
892,4435,2005,2,173,Prov,E116,50519,1076
892,4435,2005,2,177,Prov,E116,50559,1116
980,4421,2005,2,159,Inc,E117,50335,893
980,4421,2005,2,162,Inc,E117,50381,939
980,4421,2005,2,173,Prov,E117,50518,1075
1739,46,2005,1,161,Inc,E118,50361,919
1739,46,2005,1,164,Inc,E118,50402,960
1739,46,2005,1,173,Prov,E118,50515,1072
1739,46,2005,1,177,Prov,E118,50555,1112
1364,504,2005,1,161,Inc,E119,50358,916
1364,504,2005,1,164,Inc,E119,50404,962
1364,504,2005,1,174,Prov,E119,50525,1082
1364,504,2005,1,178,Prov,E119,50568,1125
542,251,2005,2,159,Inc,E120,50339,897
542,251,2005,2,160,Inc,E120,50353,911
542,251,2005,2,161,Inc,E120,50364,922
542,251,2005,2,162,Inc,E120,50384,942
542,251,2005,2,163,Inc,E120,50397,955
542,251,2005,2,164,Inc,E120,50408,966
542,251,2005,2,165,Inc,E120,50423,981
542,251,2005,2,166,Inc,E120,50442,1000
542,251,2005,2,167,Inc,E120,50449,1007
542,251,2005,2,168,Inc,E120,50467,1025
542,251,2005,2,175,Prov,E120,50537,1094
542,251,2005,2,179,Prov,E120,50581,1138
704,1438,2005,3,168,Inc,E121,50123,681
704,1438,2005,3,162,Inc,E121,50373,931
704,1438,2005,3,165,Inc,E121,50416,974
929,500,2005,2,161,Inc,E122,50359,917
929,500,2005,2,164,Inc,E122,50403,961
929,500,2005,2,175,Prov,E122,50533,1090
929,500,2005,2,179,Prov,E122,50578,1135
1907,504,2005,1,163,Inc,E124,50392,950
1907,504,2005,1,166,Inc,E124,50428,986
1907,504,2005,1,176,Prov,E124,50546,1103
1907,504,2005,1,180,Prov,E124,50587,1144
342,421,2005,3,165,Inc,E125,50417,975
342,421,2005,3,168,Inc,E125,50465,1023
342,421,2005,3,177,Prov,E125,50558,1115
342,421,2005,3,181,Prov,E125,50598,1155
309,993,2005,3,159,Inc,E126,50340,898
309,993,2005,3,160,Inc,E126,50357,915
309,993,2005,3,161,Inc,E126,50365,923
309,993,2005,3,162,Inc,E126,50385,943
309,993,2005,3,163,Inc,E126,50398,956
309,993,2005,3,164,Inc,E126,50410,968
309,993,2005,3,165,Inc,E126,50424,982
309,993,2005,3,166,Inc,E126,50443,1001
309,993,2005,3,167,Inc,E126,50451,1009
309,993,2005,3,168,Inc,E126,50468,1026
309,993,2005,3,169,Inc,E126,50480,1038
309,993,2005,3,170,Inc,E126,50486,1044
309,993,2005,3,178,Prov,E126,50571,1128
309,993,2005,3,182,Prov,E126,50609,1166
2014,1906,2005,2,165,Inc,E127,50419,977
2014,1906,2005,2,168,Inc,E127,50469,1027
2014,1906,2005,2,178,Prov,E127,50570,1127
2014,1906,2005,2,182,Prov,E127,50608,1165
988,145,2005,2,166,Inc,E128,50438,996
988,145,2005,2,169,Inc,E128,50475,1033
427,22,2005,3,164,Inc,E129,50405,963
427,22,2005,3,166,Inc,E129,50437,995
427,22,2005,3,178,Prov,E129,50572,1129
427,22,2005,3,182,Prov,E129,50606,1163
819,602,2005,2,166,Inc,E130,50436,994
819,602,2005,2,169,Inc,E130,50474,1032
857,1569,2005,2,166,Inc,E131,50429,987
857,1569,2005,2,169,Inc,E131,50470,1028
857,1569,2005,2,179,Prov,E131,50579,1136
857,1569,2005,2,183,Prov,E131,50618,1175
857,1569,2005,2,184,Prov,E131,50628,1185
4391,4265,2005,2,160,Inc,E132,50349,907
4391,4265,2005,2,161,Inc,E132,50371,929
4391,4265,2005,2,162,Inc,E132,50387,945
4391,4265,2005,2,163,Inc,E132,50395,953
4391,4265,2005,2,164,Inc,E132,50406,964
4391,4265,2005,2,165,Inc,E132,50421,979
4391,4265,2005,2,166,Inc,E132,50440,998
4391,4265,2005,2,167,Inc,E132,50448,1006
4391,4265,2005,2,169,Inc,E132,50476,1034
4391,4265,2005,2,168,Inc,E132,50479,1037
4391,4265,2005,2,170,Inc,E132,50485,1043
4391,4265,2005,2,171,Inc,E132,50502,1059
4391,4265,2005,2,172,Inc,E132,50513,1070
4391,4265,2005,2,179,Prov,E132,50580,1137
4391,4265,2005,2,183,Prov,E132,50620,1177
431,356,2005,3,168,Inc,E133,50460,1018
431,356,2005,3,171,Inc,E133,50495,1053
431,356,2005,3,180,Prov,E133,50591,1148
431,356,2005,3,184,Prov,E133,50630,1187
4290,4275,2005,5,168,Inc,E134,50459,1017
4290,4275,2005,5,171,Inc,E134,50494,1052
4290,4275,2005,5,180,Prov,E134,50590,1147
4290,4275,2005,5,184,Prov,E134,50629,1186
903,354,2005,2,169,Inc,E135,50473,1031
903,354,2005,2,171,Inc,E135,50492,1050
903,354,2005,2,180,Prov,E135,50589,1146
917,4463,2005,2,168,Inc,E136,50458,1016
917,4463,2005,2,171,Inc,E136,50497,1055
556,23,2005,2,164,Inc,E137,50413,971
556,23,2005,2,165,Inc,E137,50420,978
556,23,2005,2,166,Inc,E137,50439,997
556,23,2005,2,167,Inc,E137,50447,1005
556,23,2005,2,168,Inc,E137,50466,1024
556,23,2005,2,169,Inc,E137,50472,1030
556,23,2005,2,170,Inc,E137,50484,1042
556,23,2005,2,171,Inc,E137,50501,1058
556,23,2005,2,172,Inc,E137,50508,1065
556,23,2005,2,173,Inc,E137,50523,1080
556,23,2005,2,174,Inc,E137,50532,1089
556,23,2005,2,175,Inc,E137,50539,1096
4273,4153,2005,5,169,Inc,E138,50477,1035
4273,4153,2005,5,171,Inc,E138,50503,1060
4273,4153,2005,5,182,Prov,E138,50607,1164
4273,4153,2005,5,186,Prov,E138,50644,1201
4273,4153,2005,5,188,Prov,E138,50676,1233
913,818,2005,2,164,Inc,E139,50409,967
913,818,2005,2,165,Inc,E139,50418,976
913,818,2005,2,166,Inc,E139,50433,991
913,818,2005,2,167,Inc,E139,50453,1011
913,818,2005,2,168,Inc,E139,50463,1021
913,818,2005,2,169,Inc,E139,50481,1039
913,818,2005,2,170,Inc,E139,50483,1041
913,818,2005,2,171,Inc,E139,50496,1054
913,818,2005,2,172,Inc,E139,50510,1067
913,818,2005,2,173,Inc,E139,50521,1078
913,818,2005,2,175,Inc,E139,50544,1101
913,818,2005,2,176,Inc,E139,50551,1108
